"seed","map_idx","merit_mean","merit_median","merit_sd","nutrients_consumed_mean","nutrients_consumed_median","nutrients_consumed_sd","moves_off_path_mean","moves_off_path_median","moves_off_path_sd","base_score_mean","base_score_median","base_score_sd","seed_order"
154,1,5.23019e+12,5.23019e+12,NA,376,376,NA,90,90,NA,286,286,NA,48
154,2,2.42981e+13,2.42981e+13,NA,383,383,NA,82,82,NA,301,301,NA,48
154,3,68422400000,68422400000,NA,449,449,NA,6,6,NA,443,443,NA,48
155,0,1.06658e+13,1.06658e+13,NA,285,285,NA,24,24,NA,261,261,NA,41
155,1,1.87851e+12,1.87851e+12,NA,291,291,NA,15,15,NA,276,276,NA,41
155,2,2.6918e+13,2.6918e+13,NA,308,308,NA,6,6,NA,302,302,NA,41
155,3,46130400000,46130400000,NA,437,437,NA,1,1,NA,436,436,NA,41
156,0,5.08838e+25,5.08838e+25,NA,516,516,NA,1,1,NA,515,515,NA,188
156,1,1.19934e+21,1.19934e+21,NA,479,479,NA,5,5,NA,474,474,NA,188
156,2,2.10917e+22,2.10917e+22,NA,503,503,NA,1,1,NA,502,502,NA,188
156,3,1.42547e+20,1.42547e+20,NA,825,825,NA,1,1,NA,824,824,NA,188
157,0,1.79459e+27,1.79459e+27,NA,553,553,NA,7,7,NA,546,546,NA,200
157,1,7.18769e+20,7.18769e+20,NA,476,476,NA,7,7,NA,469,469,NA,200
157,2,4.82358e+28,4.82358e+28,NA,658,658,NA,13,13,NA,645,645,NA,200
157,3,1.04527e+33,1.04527e+33,NA,1368,1368,NA,18,18,NA,1350,1350,NA,200
158,0,7.46773e+15,7.46773e+15,NA,349,349,NA,31,31,NA,318,318,NA,115
158,1,1.62189e+17,1.62189e+17,NA,400,400,NA,13,13,NA,387,387,NA,115
158,2,3.31245e+15,3.31245e+15,NA,416,416,NA,67,67,NA,349,349,NA,115
158,3,2.24718e+12,2.24718e+12,NA,572,572,NA,67,67,NA,505,505,NA,115
159,0,4.25274e+12,4.25274e+12,NA,253,253,NA,0,0,NA,253,253,NA,32
159,1,4.49153e+13,4.49153e+13,NA,326,326,NA,19,19,NA,307,307,NA,32
159,2,3.29472e+11,3.29472e+11,NA,259,259,NA,0,0,NA,259,259,NA,32
159,3,2760920000,2760920000,NA,386,386,NA,0,0,NA,386,386,NA,32
160,0,1.85121e+19,1.85121e+19,NA,426,426,NA,40,40,NA,386,386,NA,127
160,1,8.32495e+15,8.32495e+15,NA,412,412,NA,54,54,NA,358,358,NA,127
160,2,3.86756e+16,3.86756e+16,NA,516,516,NA,143,143,NA,373,373,NA,127
160,3,3.77901e+14,3.77901e+14,NA,618,618,NA,22,22,NA,596,596,NA,127
161,0,2.5532e+25,2.5532e+25,NA,604,604,NA,95,95,NA,509,509,NA,196
161,1,1.63939e+25,1.63939e+25,NA,677,677,NA,110,110,NA,567,567,NA,196
161,2,8.00554e+24,8.00554e+24,NA,664,664,NA,104,104,NA,560,560,NA,196
161,3,2.73549e+25,2.73549e+25,NA,1142,1142,NA,102,102,NA,1040,1040,NA,196
162,0,9.54476e+11,9.54476e+11,NA,248,248,NA,8,8,NA,240,240,NA,37
162,1,1.25054e+14,1.25054e+14,NA,325,325,NA,8,8,NA,317,317,NA,37
162,2,8.72708e+12,8.72708e+12,NA,303,303,NA,12,12,NA,291,291,NA,37
162,3,8.15419e+11,8.15419e+11,NA,491,491,NA,4,4,NA,487,487,NA,37
163,0,1.19186e+14,1.19186e+14,NA,378,378,NA,96,96,NA,282,282,NA,85
163,1,2.31785e+16,2.31785e+16,NA,415,415,NA,47,47,NA,368,368,NA,85
163,2,7.89885e+14,7.89885e+14,NA,399,399,NA,64,64,NA,335,335,NA,85
163,3,1.44136e+13,1.44136e+13,NA,624,624,NA,86,86,NA,538,538,NA,85
164,0,9.28884e+18,9.28884e+18,NA,420,420,NA,40,40,NA,380,380,NA,161
164,1,5.55688e+19,5.55688e+19,NA,567,567,NA,123,123,NA,444,444,NA,161
164,2,2.57467e+18,2.57467e+18,NA,561,561,NA,147,147,NA,414,414,NA,161
164,3,4664.48,4664.48,NA,510,510,NA,360,360,NA,150,150,NA,161
165,0,5.91114e+16,5.91114e+16,NA,367,367,NA,31,31,NA,336,336,NA,136
165,1,1.32509e+19,1.32509e+19,NA,512,512,NA,82,82,NA,430,430,NA,136
165,2,1.07681e+17,1.07681e+17,NA,420,420,NA,37,37,NA,383,383,NA,136
165,3,2.54781e+14,2.54781e+14,NA,594,594,NA,5,5,NA,589,589,NA,136
166,0,4.1872e+16,4.1872e+16,NA,355,355,NA,22,22,NA,333,333,NA,105
166,1,4.98919e+15,4.98919e+15,NA,362,362,NA,9,9,NA,353,353,NA,105
166,2,1.07393e+15,1.07393e+15,NA,400,400,NA,62,62,NA,338,338,NA,105
166,3,5.9299e+14,5.9299e+14,NA,699,699,NA,95,95,NA,604,604,NA,105
167,0,3.35324e+14,3.35324e+14,NA,311,311,NA,20,20,NA,291,291,NA,29
167,1,9.17321e+11,9.17321e+11,NA,284,284,NA,15,15,NA,269,269,NA,29
167,2,4.04351e+11,4.04351e+11,NA,278,278,NA,17,17,NA,261,261,NA,29
167,3,10083300000,10083300000,NA,424,424,NA,15,15,NA,409,409,NA,29
168,0,9.32498e+17,9.32498e+17,NA,428,428,NA,68,68,NA,360,360,NA,54
168,1,1.78715e+13,1.78715e+13,NA,403,403,NA,105,105,NA,298,298,NA,54
168,2,1.97985e+13,1.97985e+13,NA,402,402,NA,103,103,NA,299,299,NA,54
168,3,1.35366e+12,1.35366e+12,NA,496,496,NA,0,0,NA,496,496,NA,54
169,0,1.03396e+21,1.03396e+21,NA,457,457,NA,36,36,NA,421,421,NA,49
169,1,5.79412e+12,5.79412e+12,NA,400,400,NA,113,113,NA,287,287,NA,49
169,2,2.6918e+13,2.6918e+13,NA,406,406,NA,104,104,NA,302,302,NA,49
169,3,6.50947e+11,6.50947e+11,NA,488,488,NA,5,5,NA,483,483,NA,49
170,0,4.26929e+11,4.26929e+11,NA,247,247,NA,14,14,NA,233,233,NA,14
170,1,8.7037e+10,8.7037e+10,NA,249,249,NA,3,3,NA,246,246,NA,14
170,2,96421500000,96421500000,NA,264,264,NA,17,17,NA,247,247,NA,14
170,3,14955900000,14955900000,NA,416,416,NA,0,0,NA,416,416,NA,14
171,0,3.34025e+15,3.34025e+15,NA,345,345,NA,34,34,NA,311,311,NA,116
171,1,9.72008e+16,9.72008e+16,NA,393,393,NA,11,11,NA,382,382,NA,116
171,2,7.5147e+15,7.5147e+15,NA,372,372,NA,15,15,NA,357,357,NA,116
171,3,1230870,1230870,NA,321,321,NA,72,72,NA,249,249,NA,116
172,0,2.29373e+23,2.29373e+23,NA,509,509,NA,41,41,NA,468,468,NA,57
172,1,7.11096e+12,7.11096e+12,NA,446,446,NA,157,157,NA,289,289,NA,57
172,2,2.6918e+13,2.6918e+13,NA,439,439,NA,137,137,NA,302,302,NA,57
172,3,1.70667e+13,1.70667e+13,NA,544,544,NA,3,3,NA,541,541,NA,57
173,0,1.30624e+20,1.30624e+20,NA,431,431,NA,28,28,NA,403,403,NA,135
173,1,4.74654e+16,4.74654e+16,NA,416,416,NA,41,41,NA,375,375,NA,135
173,2,9.72008e+16,9.72008e+16,NA,414,414,NA,32,32,NA,382,382,NA,135
173,3,1.93499e+15,1.93499e+15,NA,626,626,NA,1,1,NA,625,625,NA,135
174,0,67874100000,67874100000,NA,217,217,NA,0,0,NA,217,217,NA,15
174,1,1.18335e+11,1.18335e+11,NA,254,254,NA,5,5,NA,249,249,NA,15
174,2,2.68459e+11,2.68459e+11,NA,261,261,NA,4,4,NA,257,257,NA,15
174,3,206992000,206992000,NA,340,340,NA,0,0,NA,340,340,NA,15
175,0,1.34223e+13,1.34223e+13,NA,295,295,NA,32,32,NA,263,263,NA,55
175,1,1.07681e+17,1.07681e+17,NA,456,456,NA,73,73,NA,383,383,NA,55
175,2,2.42981e+13,2.42981e+13,NA,406,406,NA,105,105,NA,301,301,NA,55
175,3,1.68476e+11,1.68476e+11,NA,477,477,NA,18,18,NA,459,459,NA,55
176,0,7.23934e+23,7.23934e+23,NA,628,628,NA,150,150,NA,478,478,NA,191
176,1,1.635e+23,1.635e+23,NA,744,744,NA,222,222,NA,522,522,NA,191
176,2,1.33222e+23,1.33222e+23,NA,658,658,NA,138,138,NA,520,520,NA,191
176,3,9.84408e+14,9.84408e+14,NA,805,805,NA,192,192,NA,613,613,NA,191
177,0,1.66955e+16,1.66955e+16,NA,325,325,NA,0,0,NA,325,325,NA,87
177,1,3.1429e+14,3.1429e+14,NA,365,365,NA,39,39,NA,326,326,NA,87
177,2,7.89885e+14,7.89885e+14,NA,350,350,NA,15,15,NA,335,335,NA,87
177,3,4583330000,4583330000,NA,395,395,NA,0,0,NA,395,395,NA,87
178,0,4.20349e+15,4.20349e+15,NA,348,348,NA,35,35,NA,313,313,NA,111
178,1,1.318e+15,1.318e+15,NA,366,366,NA,26,26,NA,340,340,NA,111
178,2,9.24735e+17,9.24735e+17,NA,448,448,NA,44,44,NA,404,404,NA,111
178,3,5.04054e+15,5.04054e+15,NA,676,676,NA,34,34,NA,642,642,NA,111
179,0,2.09288e+17,2.09288e+17,NA,381,381,NA,34,34,NA,347,347,NA,145
179,1,6.80153e+17,6.80153e+17,NA,426,426,NA,25,25,NA,401,401,NA,145
179,2,8.79762e+18,8.79762e+18,NA,462,462,NA,36,36,NA,426,426,NA,145
179,3,3.61852e+16,3.61852e+16,NA,677,677,NA,0,0,NA,677,677,NA,145
180,0,2.92033e+20,2.92033e+20,NA,448,448,NA,38,38,NA,410,410,NA,173
180,1,6.8198e+19,6.8198e+19,NA,509,509,NA,63,63,NA,446,446,NA,173
180,2,1.71398e+20,1.71398e+20,NA,549,549,NA,94,94,NA,455,455,NA,173
180,3,61.0217,61.0217,NA,73,73,NA,0,0,NA,73,73,NA,173
181,0,2.88651e+23,2.88651e+23,NA,480,480,NA,10,10,NA,470,470,NA,192
181,1,5.58678e+23,5.58678e+23,NA,539,539,NA,5,5,NA,534,534,NA,192
181,2,6.18916e+23,6.18916e+23,NA,565,565,NA,30,30,NA,535,535,NA,192
181,3,11710100,11710100,NA,289,289,NA,0,0,NA,289,289,NA,192
182,0,1.06245e+14,1.06245e+14,NA,285,285,NA,4,4,NA,281,281,NA,31
182,1,1.38167e+12,1.38167e+12,NA,277,277,NA,4,4,NA,273,273,NA,31
182,2,1.24719e+12,1.24719e+12,NA,276,276,NA,4,4,NA,272,272,NA,31
182,3,406872000,406872000,NA,356,356,NA,4,4,NA,352,352,NA,31
183,0,1.20582e+11,1.20582e+11,NA,234,234,NA,12,12,NA,222,222,NA,61
183,1,8.30265e+13,8.30265e+13,NA,335,335,NA,22,22,NA,313,313,NA,61
183,2,4.27309e+14,4.27309e+14,NA,343,343,NA,14,14,NA,329,329,NA,61
183,3,2760920000,2760920000,NA,400,400,NA,14,14,NA,386,386,NA,61
184,0,1.8729e+16,1.8729e+16,NA,387,387,NA,61,61,NA,326,326,NA,63
184,1,1.12883e+14,1.12883e+14,NA,325,325,NA,9,9,NA,316,316,NA,63
184,2,1.18653e+13,1.18653e+13,NA,354,354,NA,60,60,NA,294,294,NA,63
184,3,81016700000,81016700000,NA,455,455,NA,9,9,NA,446,446,NA,63
185,0,1.18724e+15,1.18724e+15,NA,345,345,NA,43,43,NA,302,302,NA,91
185,1,5.24424e+14,5.24424e+14,NA,349,349,NA,18,18,NA,331,331,NA,91
185,2,5.25833e+16,5.25833e+16,NA,410,410,NA,34,34,NA,376,376,NA,91
185,3,7.42817e+14,7.42817e+14,NA,621,621,NA,13,13,NA,608,608,NA,91
186,0,1.1554e+22,1.1554e+22,NA,493,493,NA,51,51,NA,442,442,NA,131
186,1,6.4534e+16,6.4534e+16,NA,470,470,NA,92,92,NA,378,378,NA,131
186,2,1.53475e+14,1.53475e+14,NA,434,434,NA,115,115,NA,319,319,NA,131
186,3,1.61321e+13,1.61321e+13,NA,540,540,NA,0,0,NA,540,540,NA,131
187,0,6.02702e+11,6.02702e+11,NA,248,248,NA,12,12,NA,236,236,NA,23
187,1,1.18335e+11,1.18335e+11,NA,262,262,NA,13,13,NA,249,249,NA,23
187,2,5.51233e+13,5.51233e+13,NA,319,319,NA,10,10,NA,309,309,NA,23
187,3,570440000,570440000,NA,359,359,NA,1,1,NA,358,358,NA,23
188,0,1.01803e+25,1.01803e+25,NA,506,506,NA,5,5,NA,501,501,NA,144
188,1,7.53489e+17,7.53489e+17,NA,419,419,NA,17,17,NA,402,402,NA,144
188,2,4.98919e+15,4.98919e+15,NA,373,373,NA,20,20,NA,353,353,NA,144
188,3,3.97219e+13,3.97219e+13,NA,560,560,NA,4,4,NA,556,556,NA,144
189,0,5.88823e+17,5.88823e+17,NA,368,368,NA,12,12,NA,356,356,NA,123
189,1,3.15135e+16,3.15135e+16,NA,381,381,NA,10,10,NA,371,371,NA,123
189,2,1.2539e+16,1.2539e+16,NA,389,389,NA,27,27,NA,362,362,NA,123
189,3,1.13586e+11,1.13586e+11,NA,461,461,NA,9,9,NA,452,452,NA,123
190,0,1.20582e+11,1.20582e+11,NA,240,240,NA,18,18,NA,222,222,NA,13
190,1,1.60889e+11,1.60889e+11,NA,265,265,NA,13,13,NA,252,252,NA,13
190,2,47084900000,47084900000,NA,265,265,NA,25,25,NA,240,240,NA,13
190,3,1969250000,1969250000,NA,384,384,NA,4,4,NA,380,380,NA,13
191,0,4.21985e+14,4.21985e+14,NA,313,313,NA,20,20,NA,293,293,NA,162
191,1,1.62625e+19,1.62625e+19,NA,444,444,NA,12,12,NA,432,432,NA,162
191,2,7.55513e+19,7.55513e+19,NA,507,507,NA,60,60,NA,447,447,NA,162
191,3,4.91193e+11,4.91193e+11,NA,502,502,NA,24,24,NA,478,478,NA,162
192,0,6.55433e+19,6.55433e+19,NA,410,410,NA,13,13,NA,397,397,NA,100
192,1,4.06527e+15,4.06527e+15,NA,355,355,NA,4,4,NA,351,351,NA,100
192,2,5.80969e+14,5.80969e+14,NA,350,350,NA,18,18,NA,332,332,NA,100
192,3,3.77901e+14,3.77901e+14,NA,597,597,NA,1,1,NA,596,596,NA,100
193,0,1.7089e+10,1.7089e+10,NA,209,209,NA,4,4,NA,205,205,NA,16
193,1,1.78236e+11,1.78236e+11,NA,261,261,NA,8,8,NA,253,253,NA,16
193,2,3.47245e+12,3.47245e+12,NA,288,288,NA,6,6,NA,282,282,NA,16
193,3,50639200,50639200,NA,324,324,NA,9,9,NA,315,315,NA,16
194,0,9.11025e+23,9.11025e+23,NA,551,551,NA,71,71,NA,480,480,NA,96
194,1,1.18972e+15,1.18972e+15,NA,498,498,NA,159,159,NA,339,339,NA,96
194,2,1.98517e+15,1.98517e+15,NA,492,492,NA,148,148,NA,344,344,NA,96
194,3,8.79545e+14,8.79545e+14,NA,613,613,NA,2,2,NA,611,611,NA,96
195,0,1.50571e+13,1.50571e+13,NA,352,352,NA,88,88,NA,264,264,NA,66
195,1,6.76512e+13,6.76512e+13,NA,345,345,NA,34,34,NA,311,311,NA,66
195,2,4.98919e+15,4.98919e+15,NA,408,408,NA,55,55,NA,353,353,NA,66
195,3,7.8079e+13,7.8079e+13,NA,600,600,NA,32,32,NA,568,568,NA,66
196,0,3.21304e+25,3.21304e+25,NA,552,552,NA,41,41,NA,511,511,NA,195
196,1,7.22637e+24,7.22637e+24,NA,660,660,NA,101,101,NA,559,559,NA,195
196,2,2.24693e+31,2.24693e+31,NA,811,811,NA,106,106,NA,705,705,NA,195
196,3,4.74252e+23,4.74252e+23,NA,988,988,NA,20,20,NA,968,968,NA,195
197,0,12105100000,12105100000,NA,206,206,NA,4,4,NA,202,202,NA,8
197,1,18734800000,18734800000,NA,247,247,NA,16,16,NA,231,231,NA,8
197,2,25471800000,25471800000,NA,244,244,NA,10,10,NA,234,234,NA,8
197,3,446639,446639,NA,247,247,NA,16,16,NA,231,231,NA,8
198,0,7.55523e+12,7.55523e+12,NA,290,290,NA,32,32,NA,258,258,NA,35
198,1,5.79412e+12,5.79412e+12,NA,329,329,NA,42,42,NA,287,287,NA,35
198,2,3.47245e+12,3.47245e+12,NA,334,334,NA,52,52,NA,282,282,NA,35
198,3,1351.18,1351.18,NA,130,130,NA,2,2,NA,128,128,NA,35
199,0,3.36629e+13,3.36629e+13,NA,280,280,NA,9,9,NA,271,271,NA,34
199,1,6.41886e+12,6.41886e+12,NA,301,301,NA,13,13,NA,288,288,NA,34
199,2,6.747e+11,6.747e+11,NA,279,279,NA,13,13,NA,266,266,NA,34
199,3,356551,356551,NA,227,227,NA,0,0,NA,227,227,NA,34
200,0,9.43423e+14,9.43423e+14,NA,380,380,NA,80,80,NA,300,300,NA,65
200,1,1.01896e+14,1.01896e+14,NA,417,417,NA,102,102,NA,315,315,NA,65
200,2,2.98204e+13,2.98204e+13,NA,424,424,NA,121,121,NA,303,303,NA,65
200,3,1.80555e+13,1.80555e+13,NA,557,557,NA,15,15,NA,542,542,NA,65
